,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1555,Restaurant 1555,Suburban,French,4.8,68,61.52,2090,24460,2,83,161.44463548356248,6.9,9.3,Yes,27,10,933056.08
1556,Restaurant 1556,Rural,Italian,4.4,38,51.89,1015,17918,13,759,233.14321572323507,6.2,1.8,Yes,27,11,454736.8
1557,Restaurant 1557,Downtown,American,4.9,75,39.77,1988,23820,14,281,91.48311448728715,8.4,2.5,No,39,27,680032.07
1558,Restaurant 1558,Suburban,American,4.6,63,38.77,1886,24630,17,242,237.70528414812867,3.7,2.2,Yes,40,1,560993.76
1559,Restaurant 1559,Rural,Indian,4.7,39,32.34,1857,26398,2,559,188.95893098983024,2.2,6.0,Yes,11,37,289091.66
1560,Restaurant 1560,Rural,Italian,4.1,38,51.64,3535,43954,17,237,243.63579469014408,4.2,1.4,No,22,11,459226.4
1561,Restaurant 1561,Downtown,Indian,3.6,86,40.5,4195,47533,19,799,189.40940352823415,8.0,9.4,No,29,24,802890.65
1562,Restaurant 1562,Suburban,French,3.4,62,58.96,2510,27499,9,865,200.63079448121584,3.2,1.6,No,23,1,820243.87
1563,Restaurant 1563,Rural,Indian,3.7,46,39.71,1251,19932,12,546,112.18676650623902,3.3,4.5,Yes,8,32,421492.04
1564,Restaurant 1564,Downtown,Italian,4.3,88,46.64,3332,33881,16,377,230.047434231957,2.3,9.0,No,57,12,931160.29
1565,Restaurant 1565,Rural,Italian,3.3,42,55.3,2076,24316,4,770,261.00359206307473,9.9,9.5,No,41,23,531758.4
1566,Restaurant 1566,Suburban,American,3.5,58,38.86,2361,27392,11,766,267.8227019547055,9.7,5.2,Yes,12,19,519697.48
1567,Restaurant 1567,Rural,French,3.9,30,59.18,964,11426,4,964,57.36326315440283,6.9,5.4,Yes,9,19,404564.94
1568,Restaurant 1568,Rural,Japanese,3.5,30,70.09,3443,37872,2,154,206.14945024154733,2.9,6.7,No,19,14,476970.37
1569,Restaurant 1569,Rural,Indian,4.2,34,37.9,2675,32993,10,340,297.38458354589534,7.9,4.7,No,18,11,305944.65
1570,Restaurant 1570,Rural,American,4.8,37,42.92,1564,20587,9,291,196.72891413822236,6.3,3.9,Yes,3,36,367511.99
1571,Restaurant 1571,Downtown,Indian,4.5,87,35.28,2355,31497,17,146,92.81725188215492,7.7,7.7,No,25,7,703418.15
1572,Restaurant 1572,Downtown,Indian,4.3,73,35.75,3071,37980,12,926,269.4020227020389,8.7,6.4,Yes,50,30,602302.75
1573,Restaurant 1573,Suburban,Japanese,4.2,50,65.33,3458,39651,4,926,116.07660371264188,3.9,5.3,No,17,37,736512.87
1574,Restaurant 1574,Downtown,French,4.0,84,58.35,6188,62658,9,541,61.25336489030232,9.2,1.9,Yes,83,28,1107930.35
1575,Restaurant 1575,Downtown,Italian,3.4,89,48.81,3017,33330,14,850,157.629491956097,9.1,1.6,Yes,42,17,981477.5
1576,Restaurant 1576,Suburban,Mexican,4.8,53,31.15,4258,46740,4,987,75.06817335388305,5.9,5.6,No,20,19,383220.9
1577,Restaurant 1577,Downtown,Indian,3.5,78,36.14,4518,45660,2,164,78.81057170939172,7.2,6.6,Yes,39,71,639606.88
1578,Restaurant 1578,Downtown,Mexican,3.2,89,32.81,1652,16307,18,359,165.8222868556153,4.7,6.9,No,22,45,669509.33
1579,Restaurant 1579,Suburban,French,4.5,59,62.89,2929,37382,13,600,203.1708530189777,6.9,9.1,Yes,10,36,843957.23
1580,Restaurant 1580,Suburban,Mexican,3.4,64,27.59,1874,23743,10,159,276.3480154146831,5.9,8.3,No,58,23,410352.38
1581,Restaurant 1581,Suburban,Indian,3.7,52,38.47,1184,14177,14,241,226.31323350312948,3.9,2.3,No,5,0,458355.56
1582,Restaurant 1582,Rural,Japanese,3.1,31,65.22,1226,17660,9,727,260.6507879057301,3.9,8.1,No,5,25,463911.18
1583,Restaurant 1583,Rural,Mexican,3.3,34,32.88,1978,25244,11,855,152.94610363494797,6.9,7.1,Yes,10,2,269158.24
1584,Restaurant 1584,Suburban,French,3.3,50,56.12,999,17696,1,634,129.6479237866364,9.6,8.5,Yes,35,37,632255.94
1585,Restaurant 1585,Suburban,French,3.1,60,63.03,1841,17657,12,997,198.21006670455776,2.8,8.6,No,7,10,852624.06
1586,Restaurant 1586,Suburban,Japanese,4.3,61,70.8,1556,20410,17,161,223.87489185664973,4.5,4.1,No,23,41,975324.9
1587,Restaurant 1587,Rural,Mexican,4.7,32,29.81,4171,48795,17,918,192.06261121286772,8.3,3.4,No,10,7,242797.5
1588,Restaurant 1588,Rural,Mexican,3.7,45,32.6,2218,23330,8,352,116.13031847660864,2.1,6.0,Yes,9,40,340117.9
1589,Restaurant 1589,Downtown,Italian,4.7,83,45.4,4216,48998,17,943,142.43097233460094,9.9,3.7,No,18,42,862419.7
1590,Restaurant 1590,Downtown,American,3.4,81,37.46,6391,65703,13,626,162.07617651397692,7.1,4.1,Yes,23,2,698163.09
1591,Restaurant 1591,Suburban,French,3.7,69,61.78,1810,23157,13,405,53.53797602382564,9.2,1.6,No,32,20,959852.99
1592,Restaurant 1592,Rural,Italian,3.3,45,54.32,969,17055,15,859,269.95969635582026,8.5,9.9,Yes,39,4,565883.61
1593,Restaurant 1593,Rural,French,4.2,50,59.19,1368,18544,18,151,177.85254244966526,8.0,3.8,No,22,0,676613.88
1594,Restaurant 1594,Rural,Italian,3.8,37,47.85,3330,40665,13,616,237.75748680442453,1.3,8.0,No,6,13,414547.95
1595,Restaurant 1595,Suburban,American,4.2,66,40.71,2891,29304,8,364,92.9778245140176,4.7,9.9,No,47,18,612898.19
1596,Restaurant 1596,Downtown,Italian,4.5,86,51.85,1902,25007,7,243,189.16092285504092,2.8,9.7,No,4,46,996974.75
1597,Restaurant 1597,Suburban,French,4.1,56,59.62,1824,20867,19,123,281.5327928796391,8.8,6.7,No,36,19,765234.13
1598,Restaurant 1598,Downtown,Mexican,4.3,84,34.64,7401,76791,10,999,103.56919639102934,7.1,5.8,Yes,46,6,672427.77
1599,Restaurant 1599,Downtown,French,4.9,78,60.76,8511,90625,12,868,136.4640502050504,2.0,3.8,Yes,61,59,1079127.27
1600,Restaurant 1600,Suburban,Indian,3.6,53,30.39,1719,23248,2,456,147.080792787627,4.2,8.8,No,24,47,368047.32
1601,Restaurant 1601,Downtown,Japanese,3.7,77,67.45,4693,53646,14,956,145.8259028867695,1.6,4.0,Yes,76,8,1171508.95
1602,Restaurant 1602,Downtown,Japanese,4.4,79,69.96,3182,33277,10,341,200.1556485410901,7.7,2.0,No,9,33,1235285.13
1603,Restaurant 1603,Rural,Indian,4.2,44,37.67,3626,37877,17,233,148.442561646971,4.8,3.6,Yes,16,41,394134.16
1604,Restaurant 1604,Downtown,Japanese,3.4,87,67.42,6359,62115,13,603,218.51362412326628,3.1,3.8,Yes,39,12,1318291.93
1605,Restaurant 1605,Suburban,Japanese,3.8,63,75.74,3408,35712,1,407,171.14008207499387,5.7,7.5,Yes,13,3,1061508.22
1606,Restaurant 1606,Suburban,American,3.9,54,38.5,2590,29278,15,148,89.4064816625595,1.4,2.5,No,10,35,479628.4
1607,Restaurant 1607,Downtown,Mexican,3.8,78,30.86,5046,55730,1,689,287.142058867874,3.3,3.9,Yes,45,18,545428.2
1608,Restaurant 1608,Rural,Mexican,3.4,42,25.21,1793,24971,15,574,109.8790858618373,2.6,1.7,No,9,16,254747.88
1609,Restaurant 1609,Rural,French,4.8,48,64.73,2208,26498,15,660,190.61748198105704,9.4,8.6,No,46,24,714929.76
1610,Restaurant 1610,Downtown,Indian,4.5,80,38.68,4203,42539,14,869,65.17350940670606,4.4,7.5,Yes,45,13,710036.49
1611,Restaurant 1611,Downtown,Italian,4.0,81,47.15,6094,63718,13,975,279.6554200191206,6.3,4.9,Yes,54,4,872005.45
1612,Restaurant 1612,Suburban,French,4.4,52,65.27,1511,15451,2,515,281.9990216840517,5.5,4.9,No,49,40,760372.84
1613,Restaurant 1613,Downtown,French,4.8,71,58.47,6598,69383,8,701,141.13598098608406,6.9,2.5,Yes,13,6,937729.11
1614,Restaurant 1614,Rural,French,3.3,44,62.61,2685,29130,9,253,80.24504028026514,3.5,4.5,No,29,13,624929.58
1615,Restaurant 1615,Downtown,French,3.5,74,64.01,3176,34628,19,454,242.4960291038892,2.1,9.2,Yes,3,51,1072856.0
1616,Restaurant 1616,Suburban,Mexican,4.1,56,33.15,2675,34543,19,189,115.56316905601804,1.7,2.2,Yes,38,3,434978.4
1617,Restaurant 1617,Suburban,Italian,4.6,53,55.09,3840,39250,9,367,225.15390935425145,2.7,7.9,No,2,51,665105.9
1618,Restaurant 1618,Suburban,French,3.1,54,64.51,3024,35349,7,425,278.7870492800268,5.3,1.4,No,20,5,782011.46
1619,Restaurant 1619,Suburban,Mexican,5.0,65,35.94,3637,38689,14,269,197.55957212937477,3.1,3.8,Yes,21,64,540038.75
1620,Restaurant 1620,Suburban,French,3.9,64,57.01,2513,29940,2,398,265.30937775249333,4.9,8.6,No,3,19,815118.88
1621,Restaurant 1621,Downtown,Japanese,3.7,85,68.35,1518,20418,12,472,106.16211306595643,1.3,5.0,Yes,22,75,1298357.1
1622,Restaurant 1622,Downtown,French,3.6,73,62.0,3128,33075,11,282,277.6076878539051,6.6,7.3,No,3,12,1016983.75
1623,Restaurant 1623,Downtown,Indian,3.3,75,38.06,5351,54767,17,349,106.66113800044404,8.9,1.9,Yes,69,58,663831.97
1624,Restaurant 1624,Downtown,Indian,4.6,87,35.88,3884,44778,2,181,106.4500281607162,1.4,7.2,No,37,56,701685.38
1625,Restaurant 1625,Suburban,French,4.9,52,55.81,1929,27101,12,720,269.96722075856314,3.0,8.4,No,48,17,662580.48
1626,Restaurant 1626,Rural,American,3.8,34,44.26,2576,33948,15,969,188.7258710487463,3.9,8.2,No,24,30,360499.4
1627,Restaurant 1627,Downtown,Japanese,4.9,71,75.57,7673,79904,8,475,249.8604034835089,3.6,4.9,Yes,58,45,1211526.34
1628,Restaurant 1628,Rural,Italian,4.6,45,49.46,1471,23558,8,684,250.6221866332846,1.4,9.1,No,1,27,506815.58
1629,Restaurant 1629,Downtown,French,4.0,75,57.47,5013,52178,18,804,211.74032998662196,2.0,6.2,No,57,68,984964.9
1630,Restaurant 1630,Downtown,Italian,4.3,84,45.21,4393,45136,14,994,97.26843060909668,9.2,8.4,Yes,61,38,869793.25
1631,Restaurant 1631,Rural,Japanese,3.9,47,67.61,2073,22569,10,283,223.02350875716908,7.4,2.9,Yes,32,19,719311.79
1632,Restaurant 1632,Suburban,French,4.1,55,62.7,3503,42862,4,139,65.90866669103238,9.6,2.9,No,36,19,776595.6
1633,Restaurant 1633,Downtown,American,3.1,82,45.03,4453,51339,16,553,100.16701154217354,5.0,7.8,Yes,78,49,847120.0
1634,Restaurant 1634,Downtown,Mexican,4.4,82,26.03,4890,56915,16,808,210.72795809234404,8.9,6.8,Yes,20,13,503952.48
1635,Restaurant 1635,Downtown,American,3.1,70,41.09,4061,47759,17,709,276.9524492248776,8.3,7.1,No,58,14,667465.63
1636,Restaurant 1636,Rural,American,4.6,45,42.65,4389,47667,9,953,242.92320240904152,8.9,3.1,Yes,16,35,448363.75
1637,Restaurant 1637,Suburban,Mexican,4.6,53,28.04,1588,21938,11,804,133.11443961066595,1.4,4.6,Yes,46,29,346650.18
1638,Restaurant 1638,Rural,Mexican,3.5,46,31.27,1702,17272,13,466,255.92544516812492,6.9,3.3,Yes,19,17,338588.3
1639,Restaurant 1639,Rural,Indian,3.6,47,37.87,1358,19627,1,501,291.64932307270686,6.1,1.6,No,7,33,400181.06
1640,Restaurant 1640,Suburban,Mexican,4.0,65,34.21,3242,33086,7,983,132.9875852798151,5.9,2.8,Yes,64,25,509857.34
1641,Restaurant 1641,Rural,French,4.2,30,59.98,3194,33003,11,519,96.7063579332067,5.5,10.0,Yes,2,3,420597.65
1642,Restaurant 1642,Suburban,Italian,3.6,55,53.23,2302,26081,3,981,99.3786141738294,8.2,3.1,No,53,46,661794.17
1643,Restaurant 1643,Downtown,Indian,4.2,80,33.32,6402,68432,2,97,150.0809057111565,9.7,2.4,No,59,63,609100.04
1644,Restaurant 1644,Suburban,Indian,3.6,55,32.34,1177,12488,14,272,63.08085194358219,8.5,7.3,Yes,37,41,416891.72
1645,Restaurant 1645,Downtown,Italian,3.1,86,47.06,3109,34816,10,697,171.9393361188877,8.8,6.4,No,30,67,916291.16
1646,Restaurant 1646,Rural,Indian,3.0,33,33.95,2254,30081,17,762,233.07463481669387,5.4,7.7,Yes,7,26,276436.05
1647,Restaurant 1647,Rural,Mexican,3.2,43,25.39,1645,22008,8,800,182.6148849548621,7.2,6.9,No,24,2,259975.67
1648,Restaurant 1648,Downtown,American,4.6,83,38.11,5414,63002,15,515,292.5125616053778,4.7,3.0,Yes,27,43,726544.27
1649,Restaurant 1649,Rural,Japanese,4.9,49,72.17,3259,34243,6,109,165.4251991971587,4.2,5.5,Yes,24,11,794650.87
1650,Restaurant 1650,Suburban,Mexican,3.9,57,32.13,2404,30079,2,329,53.31471128547545,9.1,2.6,No,51,35,417459.92
1651,Restaurant 1651,Downtown,American,4.0,71,35.81,7834,86952,15,66,167.53108867337477,9.1,3.3,No,0,1,594276.1
1652,Restaurant 1652,Rural,American,3.3,34,38.16,775,12410,16,370,282.4705390961068,7.1,9.9,No,15,33,312994.04
1653,Restaurant 1653,Downtown,Indian,4.1,73,36.27,2506,28425,2,728,73.96533839611828,8.5,7.6,Yes,60,30,599799.04
1654,Restaurant 1654,Suburban,French,3.3,59,58.5,1814,17828,14,923,105.74186413334166,4.2,8.0,Yes,2,4,781787.9
1655,Restaurant 1655,Suburban,French,4.2,69,59.6,3160,39611,1,616,228.8898166274089,4.9,1.3,No,47,19,916601.75
1656,Restaurant 1656,Rural,Indian,4.9,50,37.84,4379,53138,9,126,123.52517138658582,8.4,4.4,No,36,37,441987.72
1657,Restaurant 1657,Suburban,Indian,3.4,52,30.1,2245,24568,17,520,241.3102297893068,4.6,6.0,No,47,10,372430.4
1658,Restaurant 1658,Downtown,Italian,4.5,85,48.04,2310,29514,14,878,154.83105937344308,1.4,2.3,Yes,13,3,917579.94
1659,Restaurant 1659,Suburban,Italian,3.0,59,46.57,793,11451,10,592,249.0167812057352,4.2,8.6,Yes,13,20,622613.83
1660,Restaurant 1660,Downtown,Japanese,3.8,84,66.4,6199,61800,13,150,187.8832338737702,4.6,2.3,Yes,41,61,1257405.7
1661,Restaurant 1661,Downtown,Japanese,3.2,73,75.55,5244,51065,13,589,70.61715832966985,2.4,6.7,Yes,48,0,1240591.5
1662,Restaurant 1662,Suburban,Japanese,3.7,50,69.14,2059,26208,19,593,146.53406369465856,4.1,6.0,Yes,39,41,792249.1
1663,Restaurant 1663,Rural,Japanese,3.3,44,70.8,2841,33718,8,312,133.3120825152298,9.4,8.6,No,14,36,709340.2
1664,Restaurant 1664,Suburban,American,3.7,59,43.07,2960,36708,7,255,252.52029906779384,8.7,3.8,No,22,42,579299.35
1665,Restaurant 1665,Downtown,American,3.8,89,35.52,6944,74553,17,831,206.2195768656973,5.0,3.6,Yes,65,61,733901.49
1666,Restaurant 1666,Downtown,Italian,3.6,87,47.65,6989,77291,8,529,244.35020212637195,7.4,8.6,No,42,50,943665.3
1667,Restaurant 1667,Suburban,French,4.3,65,64.15,3150,30985,4,122,143.03743972861736,2.4,3.0,No,62,52,933706.6
1668,Restaurant 1668,Rural,Indian,4.8,50,39.48,3756,46276,7,487,222.935814825198,7.8,7.7,No,38,0,457478.04
1669,Restaurant 1669,Rural,French,3.8,38,59.1,2389,31705,17,631,66.30859677496652,5.3,2.7,No,10,15,520738.45
1670,Restaurant 1670,Downtown,Mexican,3.4,88,29.12,4378,52139,5,740,59.18086440790489,7.5,8.9,Yes,21,1,585695.23
1671,Restaurant 1671,Downtown,American,3.5,86,43.33,6299,62674,4,768,121.86696912035728,6.8,8.6,No,77,1,845275.16
1672,Restaurant 1672,Rural,Japanese,4.7,39,68.25,3046,38535,19,591,243.4247943018928,3.1,8.1,Yes,16,16,617385.0
1673,Restaurant 1673,Suburban,Japanese,4.1,68,66.29,4093,43638,1,463,183.52186923552597,8.5,5.4,No,54,6,1008365.48
1674,Restaurant 1674,Downtown,Mexican,3.9,77,27.83,3555,38216,10,705,152.2054476724186,6.1,1.3,No,56,61,494906.7
1675,Restaurant 1675,Downtown,French,3.3,88,59.26,2293,31041,6,968,274.1586571097887,8.1,2.2,No,55,16,1164343.73
1676,Restaurant 1676,Rural,Japanese,3.9,34,65.57,1675,19976,12,720,174.34040091880922,1.8,5.1,No,1,20,510012.49
1677,Restaurant 1677,Suburban,French,3.6,51,60.27,2989,36125,17,807,203.34728594962385,6.5,1.4,Yes,29,30,705565.31
1678,Restaurant 1678,Rural,Indian,4.9,44,38.14,986,12195,5,829,296.45715348124565,3.6,1.6,No,28,14,380465.67
1679,Restaurant 1679,Suburban,Mexican,4.8,66,30.65,1276,13294,9,262,180.5979926362092,8.7,2.1,No,0,63,462448.75
1680,Restaurant 1680,Suburban,French,3.2,59,55.79,692,5277,9,820,245.87565365338432,9.5,3.3,No,34,42,743444.48
1681,Restaurant 1681,Suburban,Indian,4.0,70,34.84,2047,29003,5,116,153.4563888825947,1.5,7.7,Yes,20,52,550958.33
1682,Restaurant 1682,Downtown,French,3.5,90,62.8,6334,67144,19,471,59.08510638692894,7.5,1.4,Yes,69,40,1281883.4
1683,Restaurant 1683,Rural,French,3.8,31,55.64,2791,30202,11,903,258.61801755395607,1.9,9.9,Yes,18,13,403867.4
1684,Restaurant 1684,Rural,Japanese,4.8,38,65.66,1465,17704,12,518,286.1011484891797,8.7,3.5,No,34,25,572515.16
1685,Restaurant 1685,Suburban,Italian,4.1,51,49.08,1752,24384,5,420,158.59550609674233,2.1,3.9,Yes,15,29,563021.24
1686,Restaurant 1686,Downtown,American,3.7,87,37.14,6351,63285,8,413,175.90906714425478,2.8,3.2,No,12,74,735339.21
1687,Restaurant 1687,Downtown,French,3.4,81,65.28,1965,23172,17,449,156.03447515110864,3.3,6.4,Yes,77,25,1191514.58
1688,Restaurant 1688,Rural,French,4.6,44,61.39,4531,53100,8,899,299.2264541448673,7.6,1.2,No,9,5,616063.0
1689,Restaurant 1689,Downtown,French,4.2,90,58.16,2319,30231,2,309,275.84026339203064,3.6,1.8,No,12,66,1161178.13
1690,Restaurant 1690,Downtown,Italian,3.9,89,52.75,2358,29231,18,837,60.27536175378688,6.4,1.9,Yes,69,88,1065254.55
1691,Restaurant 1691,Suburban,Indian,3.4,55,34.12,1822,21755,19,811,244.75466754875987,6.1,7.0,Yes,12,40,443742.39
1692,Restaurant 1692,Downtown,Mexican,3.7,87,26.45,6040,65473,10,94,200.20918616237597,4.6,4.0,Yes,62,78,534476.5
1693,Restaurant 1693,Suburban,Japanese,4.9,62,67.61,2995,34849,7,958,56.28542594448592,5.9,4.9,No,17,58,943630.28
1694,Restaurant 1694,Rural,Italian,4.0,33,52.07,2284,24804,9,912,161.1780694782806,2.1,9.5,Yes,17,20,399526.68
1695,Restaurant 1695,Downtown,Indian,3.8,81,30.57,3995,47830,12,947,87.42789601832672,8.9,2.8,No,27,41,572487.99
1696,Restaurant 1696,Rural,French,4.0,38,58.0,1649,23512,12,911,268.2619389013805,2.9,1.6,No,5,5,502977.1
1697,Restaurant 1697,Rural,Indian,4.6,31,32.29,3468,39405,5,336,53.17468919400527,8.9,5.0,Yes,15,22,240205.79
1698,Restaurant 1698,Downtown,Italian,3.7,85,47.21,2148,21313,11,589,268.27645190389967,5.7,2.5,No,24,56,903156.6
1699,Restaurant 1699,Downtown,Italian,3.4,70,52.51,1450,17138,17,378,285.20978716255195,6.5,2.3,Yes,11,52,833474.33
1700,Restaurant 1700,Rural,Italian,4.2,33,54.08,2493,30156,15,364,68.24611662380993,3.3,4.7,Yes,27,11,417866.5
1701,Restaurant 1701,Downtown,Mexican,4.3,84,32.87,2688,31966,11,956,229.95938313674773,3.0,7.0,Yes,28,26,629993.8
1702,Restaurant 1702,Suburban,American,4.4,69,42.1,2608,32052,15,468,187.2230481014061,5.4,3.2,No,53,61,666723.1
1703,Restaurant 1703,Suburban,Japanese,4.8,50,75.08,2085,29007,16,354,288.5691801458012,3.4,8.9,Yes,26,14,852565.05
1704,Restaurant 1704,Downtown,Mexican,3.7,89,25.64,2989,34683,19,989,249.5374202327337,4.8,4.3,No,76,71,535263.97
1705,Restaurant 1705,Rural,Mexican,3.2,44,26.84,699,13502,12,278,223.6035111900627,5.0,9.4,Yes,15,24,281156.6
1706,Restaurant 1706,Downtown,American,4.9,72,39.56,4752,50417,3,799,281.377430165332,3.4,5.4,Yes,19,42,644842.09
1707,Restaurant 1707,Downtown,Mexican,3.9,82,29.1,4065,45861,8,235,90.08743278595864,3.6,7.5,Yes,32,47,547287.25
1708,Restaurant 1708,Rural,Italian,4.2,47,49.6,3667,39025,11,996,143.98999701275338,9.8,8.6,No,6,18,541366.95
1709,Restaurant 1709,Rural,Italian,4.3,42,47.27,3363,33350,1,167,260.73546480076965,6.3,5.8,Yes,35,34,452147.09
1710,Restaurant 1710,Suburban,Indian,4.1,59,31.64,1454,23561,4,834,75.3963642857615,8.5,8.7,Yes,43,20,428440.81
1711,Restaurant 1711,Rural,French,3.4,49,60.6,3172,32955,6,175,283.86183726968125,1.4,4.4,No,8,17,667469.35
1712,Restaurant 1712,Suburban,Mexican,4.5,56,35.21,3232,36183,10,181,236.28886538920247,1.0,4.3,Yes,51,28,454266.18
1713,Restaurant 1713,Rural,French,4.6,37,59.31,1092,12605,15,210,159.83323335059532,5.7,8.1,Yes,10,26,507312.34
1714,Restaurant 1714,Downtown,Japanese,4.1,70,65.48,3430,40469,8,751,134.6803415429389,8.4,3.2,No,32,39,1030927.93
1715,Restaurant 1715,Suburban,Italian,4.0,67,52.77,932,15790,14,642,86.90160079054478,6.5,7.5,No,41,52,803673.32
1716,Restaurant 1716,Suburban,Indian,3.2,61,33.2,2911,29695,2,923,73.41838122464696,6.6,1.7,Yes,46,4,459026.05
1717,Restaurant 1717,Suburban,Japanese,3.2,67,67.7,2584,34009,6,761,155.89864474026834,2.3,6.7,Yes,58,21,1016308.85
1718,Restaurant 1718,Downtown,Indian,3.7,81,33.57,6892,69997,3,395,260.7746231168504,9.8,9.5,No,58,55,626569.49
1719,Restaurant 1719,Downtown,American,3.6,89,42.96,1616,17617,2,988,182.96263441244625,5.8,5.1,Yes,24,13,851653.73
1720,Restaurant 1720,Downtown,Italian,4.9,78,54.01,7156,72915,14,133,162.78719487880429,1.9,4.7,Yes,26,39,958055.22
1721,Restaurant 1721,Downtown,Japanese,4.6,71,71.47,6558,74360,18,91,129.7606296348955,4.7,5.9,No,14,0,1149324.61
1722,Restaurant 1722,Downtown,American,4.3,83,38.55,6497,66160,15,484,89.23747782977513,1.6,7.5,No,76,76,740154.45
1723,Restaurant 1723,Suburban,Japanese,4.0,53,68.42,1743,25271,4,215,297.524823709421,4.8,4.2,Yes,40,26,811474.71
1724,Restaurant 1724,Downtown,Indian,3.3,84,31.37,4570,46428,16,476,56.43314825474459,7.4,1.0,No,79,48,611394.91
1725,Restaurant 1725,Suburban,American,5.0,66,45.27,3735,43559,12,97,127.95397543396176,3.9,5.5,No,20,57,682492.82
1726,Restaurant 1726,Downtown,American,3.8,88,42.02,6275,63867,17,91,242.3448612571493,3.8,4.8,No,75,80,850410.39
1727,Restaurant 1727,Rural,Italian,3.2,35,45.3,1778,24218,1,234,180.13953906091342,5.6,5.8,No,0,7,358587.5
1728,Restaurant 1728,Suburban,French,4.0,58,62.29,2571,32758,9,871,128.4637252035746,5.5,7.4,Yes,12,27,816323.29
1729,Restaurant 1729,Rural,Indian,4.7,46,34.92,3323,40277,12,914,298.1848264234534,5.2,3.6,Yes,7,25,378127.87
1730,Restaurant 1730,Suburban,Indian,4.8,64,40.7,1379,15705,5,281,204.7924110028929,5.7,5.5,Yes,43,19,586990.35
1731,Restaurant 1731,Rural,American,3.0,34,44.01,1962,24902,17,450,123.7889457890283,1.4,3.3,No,13,18,353500.87
1732,Restaurant 1732,Downtown,American,4.8,87,36.88,8001,87003,3,740,261.9882858004079,5.3,5.1,Yes,79,13,732099.25
1733,Restaurant 1733,Downtown,Italian,3.5,73,52.92,5534,53912,6,186,87.54103794186337,9.9,4.1,No,49,24,874263.8
1734,Restaurant 1734,Downtown,French,3.1,90,60.34,2371,25267,3,773,165.89351870478697,7.9,4.3,No,18,35,1207965.27
1735,Restaurant 1735,Suburban,Indian,4.7,51,32.06,3406,35782,6,569,259.89719906210325,3.6,6.2,No,9,27,378168.4
1736,Restaurant 1736,Rural,Mexican,4.7,48,32.69,1685,20635,13,282,295.9145130906768,7.1,7.2,No,30,7,369120.06
1737,Restaurant 1737,Downtown,Mexican,4.2,74,31.02,5265,59438,19,417,145.76439812178154,4.0,1.1,No,66,48,539499.8
1738,Restaurant 1738,Rural,French,4.1,33,55.33,1870,27018,15,671,84.52741470075108,2.7,8.9,No,1,32,427993.7
1739,Restaurant 1739,Rural,Japanese,4.6,34,72.11,2519,26333,7,631,191.73238001523208,8.0,4.3,Yes,17,5,558024.63
1740,Restaurant 1740,Downtown,Italian,4.6,88,51.98,2253,26626,13,442,285.9982595362316,2.9,6.8,No,13,0,1025879.1
1741,Restaurant 1741,Downtown,French,4.8,82,56.58,9281,98393,2,551,216.40293405462785,8.7,2.1,Yes,65,4,1047310.81
1742,Restaurant 1742,Rural,Mexican,4.1,45,28.84,2422,28069,19,416,200.5398848332787,4.4,6.1,Yes,23,8,315230.69
1743,Restaurant 1743,Downtown,American,4.9,81,41.44,8056,85505,19,160,127.32299421050269,7.8,7.1,No,61,7,781051.33
1744,Restaurant 1744,Downtown,Mexican,5.0,78,26.53,2614,26987,3,310,201.58495495850423,3.3,2.4,No,65,40,467711.46
1745,Restaurant 1745,Downtown,American,3.2,85,44.38,4045,48337,3,633,271.169499367298,6.9,9.2,Yes,23,71,851105.77
1746,Restaurant 1746,Suburban,Italian,4.7,63,45.3,4039,41024,6,113,143.88149719824196,2.9,7.8,No,13,37,646954.8
1747,Restaurant 1747,Rural,American,4.0,30,36.13,1390,14295,13,741,110.5134134860864,1.2,5.8,No,23,20,259709.44
1748,Restaurant 1748,Rural,French,3.8,49,56.28,2000,25374,14,852,170.2393929967088,8.3,2.5,No,0,18,630326.42
1749,Restaurant 1749,Suburban,American,4.2,70,40.81,1630,16038,6,549,144.04694858108073,8.7,8.8,No,45,2,646630.27
1750,Restaurant 1750,Rural,Japanese,3.1,33,71.82,666,13022,9,109,167.48149837491644,8.9,1.6,No,10,15,536956.74
1751,Restaurant 1751,Downtown,French,4.0,78,59.44,7360,81047,10,138,73.93241001448402,1.3,2.0,No,14,64,1047008.75
